Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,treatment,stage,library_type
SRR24653523,ATAC-seq,132,8518734444,PRJNA974167,SAMN35174269,2751592993,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433460,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7385005,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:13:00Z,1,GSM7385005,Culm,SRP438549,Culm,normal,80-day-old,
SRR24653525,RNA-Seq,300,101959109400,PRJNA974167,SAMN35174270,39148126057,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433459,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7385004,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T04:30:00Z,1,GSM7385004,Culm,SRP438549,Culm,normal,80-day-old,
SRR24653526,RNA-Seq,300,103729878000,PRJNA974167,SAMN35174271,39904501686,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433458,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7385003,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T04:34:00Z,1,GSM7385003,Culm,SRP438549,Culm,normal,80-day-old,
SRR24653527,RNA-Seq,300,99634732200,PRJNA974167,SAMN35174274,37975859935,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433457,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7385000,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T06:02:00Z,1,GSM7385000,Young Spike,SRP438549,Young Spike,normal,100-day-old,
SRR24653528,ATAC-seq,132,10417891044,PRJNA974167,SAMN35174272,3274269962,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433455,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7385002,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:26:00Z,1,GSM7385002,Young Spike,SRP438549,Young Spike,normal,100-day-old,
SRR24653532,ATAC-seq,132,7551176424,PRJNA974167,SAMN35174273,2396593396,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433454,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7385001,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:19:00Z,1,GSM7385001,Young Spike,SRP438549,Young Spike,normal,100-day-old,
SRR24653538,RNA-Seq,300,103486300800,PRJNA974167,SAMN35174284,38373829645,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433452,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384990,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T05:14:00Z,1,GSM7384990,Crown Root,SRP438549,Crown Root,normal,10-day-old,
SRR24653539,ATAC-seq,132,9328205700,PRJNA974167,SAMN35174283,3004729308,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433451,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384991,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:36:00Z,1,GSM7384991,Crown Root,SRP438549,Crown Root,normal,10-day-old,
SRR24653543,RNA-Seq,300,105079119900,PRJNA974167,SAMN35174285,38764198677,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433450,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384989,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T05:16:00Z,1,GSM7384989,Crown Root,SRP438549,Crown Root,normal,10-day-old,
SRR24653544,RNA-Seq,300,104498559000,PRJNA974167,SAMN35174288,40996535825,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433449,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384986,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T05:02:00Z,1,GSM7384986,Third Leaf,SRP438549,Third Leaf,normal,21-day-old,
SRR24653545,ATAC-seq,132,7306846800,PRJNA974167,SAMN35174286,2163263926,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433448,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384988,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:19:00Z,1,GSM7384988,Third Leaf,SRP438549,Third Leaf,normal,21-day-old,
SRR24653549,ATAC-seq,132,8228237556,PRJNA974167,SAMN35174287,2443599042,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433447,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384987,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:22:00Z,1,GSM7384987,Third Leaf,SRP438549,Third Leaf,normal,21-day-old,
SRR24653553,ATAC-seq,132,8374619484,PRJNA974167,SAMN35174268,2661816483,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433446,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7385006,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:37:00Z,1,GSM7385006,Culm,SRP438549,Culm,normal,80-day-old,
SRR24653557,RNA-Seq,300,185583453600,PRJNA974167,SAMN35174289,68935558272,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433445,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384985,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T07:04:00Z,1,GSM7384985,Third Leaf,SRP438549,Third Leaf,normal,21-day-old,
SRR24653561,ATAC-seq,132,10399498692,PRJNA974167,SAMN35174290,3396453464,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433444,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384984,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:27:00Z,1,GSM7384984,Flag Leaf,SRP438549,Flag Leaf,normal,120-day-old,
SRR24653565,RNA-Seq,300,102455812800,PRJNA974167,SAMN35174292,38191149076,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433443,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384982,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T05:05:00Z,1,GSM7384982,Flag Leaf,SRP438549,Flag Leaf,normal,120-day-old,
SRR24653566,RNA-Seq,300,133910491200,PRJNA974167,SAMN35174293,50419577415,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433442,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384981,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T07:45:00Z,1,GSM7384981,Flag Leaf,SRP438549,Flag Leaf,normal,120-day-old,
SRR24653567,ATAC-seq,132,8482819488,PRJNA974167,SAMN35174291,2800651239,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433441,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384983,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:36:00Z,1,GSM7384983,Flag Leaf,SRP438549,Flag Leaf,normal,120-day-old,
SRR24653582,ATAC-seq,132,9226756572,PRJNA974167,SAMN35174278,2906976089,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433437,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384996,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:24:00Z,1,GSM7384996,Shoot apical meristem,SRP438549,Shoot apical meristem,normal,2-day-old,
SRR24653586,ATAC-seq,132,8110373172,PRJNA974167,SAMN35174279,2585851494,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433436,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384995,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:36:00Z,1,GSM7384995,Shoot apical meristem,SRP438549,Shoot apical meristem,normal,2-day-old,
SRR24653590,RNA-Seq,300,92597153400,PRJNA974167,SAMN35174280,36073805469,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433435,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384994,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T05:20:00Z,1,GSM7384994,Shoot apical meristem,SRP438549,Shoot apical meristem,normal,2-day-old,
SRR24653592,RNA-Seq,300,104648840400,PRJNA974167,SAMN35174281,40396212216,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433434,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384993,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T05:44:00Z,1,GSM7384993,Shoot apical meristem,SRP438549,Shoot apical meristem,normal,2-day-old,
SRR24653594,RNA-Seq,300,102630477300,PRJNA974167,SAMN35174275,39110091342,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433456,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384999,PAIRED,cDNA,TRANSCRIPTOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2023-05-19T05:19:00Z,1,GSM7384999,Young Spike,SRP438549,Young Spike,normal,100-day-old,
SRR24653595,ATAC-seq,132,9419271972,PRJNA974167,SAMN35174282,3021685384,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20433453,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM7384992,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-08-07T00:00:00Z,2023-05-19T03:31:00Z,1,GSM7384992,Crown Root,SRP438549,Crown Root,normal,10-day-old,
SRR29975870,ATAC-seq,132,16948619820,PRJNA974167,SAMN42801022,5314368505,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX25457137,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8416692,PAIRED,other,GENOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2024-07-25T01:30:00Z,1,GSM8416692,Spikelet,SRP438549,Spikelet,normal,120-day-old,ATAC-seq
SRR29975871,ATAC-seq,132,18028231848,PRJNA974167,SAMN42801023,5633961354,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX25457136,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8416691,PAIRED,other,GENOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2024-07-25T01:20:00Z,1,GSM8416691,Spikelet,SRP438549,Spikelet,normal,120-day-old,ATAC-seq
SRR29975872,RNA-Seq,300,50395799700,PRJNA974167,SAMN42801024,19284266068,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX25457135,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8416690,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2024-07-25T01:30:00Z,1,GSM8416690,Spikelet,SRP438549,Spikelet,normal,120-day-old,RNA-Seq
SRR29975873,RNA-Seq,300,51704801100,PRJNA974167,SAMN42801025,19660647590,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX25457134,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8416689,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2024-07-25T01:29:00Z,1,GSM8416689,Spikelet,SRP438549,Spikelet,normal,120-day-old,RNA-Seq
SRR29975874,ATAC-seq,132,12721055292,PRJNA974167,SAMN42801026,4322841038,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX25457133,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8416688,PAIRED,other,GENOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2024-07-25T01:22:00Z,1,GSM8416688,Tiller Bud,SRP438549,Tiller Bud,normal,30-day-old,ATAC-seq
SRR29975875,ATAC-seq,132,13565351844,PRJNA974167,SAMN42801027,4563062442,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX25457132,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8416687,PAIRED,other,GENOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2024-07-25T01:26:00Z,1,GSM8416687,Tiller Bud,SRP438549,Tiller Bud,normal,30-day-old,ATAC-seq
SRR29975876,RNA-Seq,300,49046753100,PRJNA974167,SAMN42801028,18592795407,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX25457131,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8416686,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2024-07-25T01:57:00Z,1,GSM8416686,Tiller Bud,SRP438549,Tiller Bud,normal,30-day-old,RNA-Seq
SRR29975877,RNA-Seq,300,51246877500,PRJNA974167,SAMN42801029,19552624478,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX25457130,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8416685,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2024-07-25T01:49:00Z,1,GSM8416685,Tiller Bud,SRP438549,Tiller Bud,normal,30-day-old,RNA-Seq
SRR32858467,RNA-Seq,300,132119819100,PRJNA974167,SAMN47550292,80455258887,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140054,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865411,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T19:37:00Z,1,GSM8865411,Spikelet,SRP438549,Spikelet,WT,,
SRR32858468,ATAC-seq,132,7057710000,PRJNA974167,SAMN47550287,3760791732,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140053,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865416,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:11:00Z,1,GSM8865416,Spikelet,SRP438549,Spikelet,WT,,
SRR32858475,RNA-Seq,178,8900000000,PRJNA974167,SAMN47550288,5332274902,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140052,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865415,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:13:00Z,1,GSM8865415,Spikelet,SRP438549,Spikelet,WT,,
SRR32858479,RNA-Seq,178,8900000000,PRJNA974167,SAMN47550290,5342535135,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140051,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865413,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:13:00Z,1,GSM8865413,Spikelet,SRP438549,Spikelet,WT,,
SRR32858484,ATAC-seq,124,6200000000,PRJNA974167,SAMN47550289,3285958593,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140050,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865414,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:09:00Z,1,GSM8865414,Spikelet,SRP438549,Spikelet,WT,,
SRR32858491,ATAC-seq,132,4567907784,PRJNA974167,SAMN47550291,2484210526,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140049,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865412,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:09:00Z,1,GSM8865412,Spikelet,SRP438549,Spikelet,WT,,
SRR32858498,ATAC-seq,132,7248330540,PRJNA974167,SAMN47550293,3901678076,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140048,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865410,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:11:00Z,1,GSM8865410,Spikelet,SRP438549,Spikelet,WT,,
SRR32858499,RNA-Seq,300,151279428900,PRJNA974167,SAMN47550294,93256988605,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140047,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865409,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T20:17:00Z,1,GSM8865409,Spikelet,SRP438549,Spikelet,WT,,
SRR32858500,RNA-Seq,300,146880867000,PRJNA974167,SAMN47550296,89206761393,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140046,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865407,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T19:43:00Z,1,GSM8865407,Spikelet,SRP438549,Spikelet,WT,,
