Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,treatment,stage,library_type
SRR32858474,ATAC-seq,132,5195770668,PRJNA974167,SAMN47550287,2787160867,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140053,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865416,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:08:00Z,1,GSM8865416,Spikelet,SRP438549,Spikelet,WT,,
SRR32858476,RNA-Seq,178,8900000000,PRJNA974167,SAMN47550288,5338954114,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140052,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865415,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:15:00Z,1,GSM8865415,Spikelet,SRP438549,Spikelet,WT,,
SRR32858477,RNA-Seq,178,7650587918,PRJNA974167,SAMN47550288,4684660043,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140052,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865415,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:12:00Z,1,GSM8865415,Spikelet,SRP438549,Spikelet,WT,,
SRR32858478,RNA-Seq,300,102429160500,PRJNA974167,SAMN47550288,59063050089,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140052,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865415,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T19:02:00Z,1,GSM8865415,Spikelet,SRP438549,Spikelet,WT,,
SRR32858480,RNA-Seq,178,8900000000,PRJNA974167,SAMN47550290,5329686122,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140051,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865413,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:13:00Z,1,GSM8865413,Spikelet,SRP438549,Spikelet,WT,,
SRR32858481,RNA-Seq,178,8900000000,PRJNA974167,SAMN47550290,5368533869,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140051,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865413,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:14:00Z,1,GSM8865413,Spikelet,SRP438549,Spikelet,WT,,
SRR32858482,RNA-Seq,178,1280742574,PRJNA974167,SAMN47550290,865325546,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140051,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865413,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:01:00Z,1,GSM8865413,Spikelet,SRP438549,Spikelet,WT,,
SRR32858483,RNA-Seq,300,99795897600,PRJNA974167,SAMN47550290,58735745106,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140051,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865413,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T19:02:00Z,1,GSM8865413,Spikelet,SRP438549,Spikelet,WT,,
SRR32858485,ATAC-seq,124,6200000000,PRJNA974167,SAMN47550289,3284575853,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140050,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865414,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:12:00Z,1,GSM8865414,Spikelet,SRP438549,Spikelet,WT,,
SRR32858486,ATAC-seq,124,1028507584,PRJNA974167,SAMN47550289,559593045,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140050,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865414,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:03:00Z,1,GSM8865414,Spikelet,SRP438549,Spikelet,WT,,
SRR32858487,ATAC-seq,132,6355169040,PRJNA974167,SAMN47550289,3407426265,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140050,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865414,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:10:00Z,1,GSM8865414,Spikelet,SRP438549,Spikelet,WT,,
SRR32858488,ATAC-seq,132,7379803728,PRJNA974167,SAMN47550289,3964219509,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140050,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865414,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:18:00Z,1,GSM8865414,Spikelet,SRP438549,Spikelet,WT,,
SRR32858489,ATAC-seq,132,6875347644,PRJNA974167,SAMN47550289,3673147544,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140050,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865414,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:11:00Z,1,GSM8865414,Spikelet,SRP438549,Spikelet,WT,,
SRR32858490,ATAC-seq,132,6934272840,PRJNA974167,SAMN47550289,3727580042,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140050,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865414,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:12:00Z,1,GSM8865414,Spikelet,SRP438549,Spikelet,WT,,
SRR32858492,ATAC-seq,132,5724934116,PRJNA974167,SAMN47550291,3168418482,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140049,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865412,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:11:00Z,1,GSM8865412,Spikelet,SRP438549,Spikelet,WT,,
SRR32858493,ATAC-seq,132,5515644024,PRJNA974167,SAMN47550291,3013284256,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140049,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865412,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:10:00Z,1,GSM8865412,Spikelet,SRP438549,Spikelet,WT,,
SRR32858494,ATAC-seq,132,2259929760,PRJNA974167,SAMN47550291,1193970675,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140049,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865412,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:06:00Z,1,GSM8865412,Spikelet,SRP438549,Spikelet,WT,,
SRR32858495,ATAC-seq,132,2597023176,PRJNA974167,SAMN47550291,1376897650,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140049,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865412,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:04:00Z,1,GSM8865412,Spikelet,SRP438549,Spikelet,WT,,
SRR32858496,ATAC-seq,132,2753878380,PRJNA974167,SAMN47550291,1467393501,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140049,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865412,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:07:00Z,1,GSM8865412,Spikelet,SRP438549,Spikelet,WT,,
SRR32858497,ATAC-seq,132,2732068152,PRJNA974167,SAMN47550291,1442359547,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140049,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865412,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:07:00Z,1,GSM8865412,Spikelet,SRP438549,Spikelet,WT,,
SRR32858503,ATAC-seq,132,2239178700,PRJNA974167,SAMN47550295,1215797540,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140044,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865408,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:09:00Z,1,GSM8865408,Spikelet,SRP438549,Spikelet,WT,,
SRR32858504,ATAC-seq,132,2019220896,PRJNA974167,SAMN47550295,1077788315,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140044,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865408,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:05:00Z,1,GSM8865408,Spikelet,SRP438549,Spikelet,WT,,
SRR32858505,ATAC-seq,132,2609018676,PRJNA974167,SAMN47550295,1419718461,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140044,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865408,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:04:00Z,1,GSM8865408,Spikelet,SRP438549,Spikelet,WT,,
SRR32858506,ATAC-seq,132,4133524956,PRJNA974167,SAMN47550295,2225263607,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140044,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865408,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:08:00Z,1,GSM8865408,Spikelet,SRP438549,Spikelet,WT,,
SRR32858507,ATAC-seq,132,4847037624,PRJNA974167,SAMN47550295,2655992203,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140044,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865408,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:09:00Z,1,GSM8865408,Spikelet,SRP438549,Spikelet,WT,,
SRR32858508,ATAC-seq,132,4623765036,PRJNA974167,SAMN47550295,2528726142,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140044,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865408,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:09:00Z,1,GSM8865408,Spikelet,SRP438549,Spikelet,WT,,
SRR32858509,ATAC-seq,132,5544107976,PRJNA974167,SAMN47550295,3028195513,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140044,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865408,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:10:00Z,1,GSM8865408,Spikelet,SRP438549,Spikelet,WT,,
SRR32858510,ATAC-seq,132,7985370096,PRJNA974167,SAMN47550293,4357451973,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140048,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865410,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:14:00Z,1,GSM8865410,Spikelet,SRP438549,Spikelet,WT,,
SRR32858511,ATAC-seq,132,6464069964,PRJNA974167,SAMN47550293,3536293680,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140048,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865410,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:13:00Z,1,GSM8865410,Spikelet,SRP438549,Spikelet,WT,,
SRR32858512,ATAC-seq,132,7804882008,PRJNA974167,SAMN47550293,4243382683,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140048,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865410,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:13:00Z,1,GSM8865410,Spikelet,SRP438549,Spikelet,WT,,
SRR32858513,ATAC-seq,132,5111609712,PRJNA974167,SAMN47550291,2792840285,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140049,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865412,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:09:00Z,1,GSM8865412,Spikelet,SRP438549,Spikelet,WT,,
SRR32858515,ATAC-seq,132,1157721840,PRJNA974167,SAMN47550297,633146418,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140043,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865406,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:03:00Z,1,GSM8865406,Spikelet,SRP438549,Spikelet,WT,,
SRR32858516,ATAC-seq,132,1139591112,PRJNA974167,SAMN47550297,605836421,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140043,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865406,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:03:00Z,1,GSM8865406,Spikelet,SRP438549,Spikelet,WT,,
SRR32858517,ATAC-seq,132,1165098660,PRJNA974167,SAMN47550297,616569216,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140043,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865406,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:02:00Z,1,GSM8865406,Spikelet,SRP438549,Spikelet,WT,,
SRR32858518,ATAC-seq,132,6454261704,PRJNA974167,SAMN47550297,3501361335,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140043,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865406,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:12:00Z,1,GSM8865406,Spikelet,SRP438549,Spikelet,WT,,
SRR32858519,ATAC-seq,132,5212356336,PRJNA974167,SAMN47550297,2868117961,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140043,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865406,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:10:00Z,1,GSM8865406,Spikelet,SRP438549,Spikelet,WT,,
SRR32858520,ATAC-seq,132,5763443796,PRJNA974167,SAMN47550297,3092760227,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140043,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865406,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:12:00Z,1,GSM8865406,Spikelet,SRP438549,Spikelet,WT,,
SRR32858521,ATAC-seq,132,6189741492,PRJNA974167,SAMN47550297,3305368217,CHINESE ACADEMY OF AGRICULTRUAL SCIENCES,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28140043,Nipponbare,uncalculated,uncalculated,missing,Illumina NovaSeq 6000,GSM8865406,PAIRED,other,GENOMIC,Oryza sativa,ILLUMINA,2025-05-28T00:00:00Z,2025-05-10T18:13:00Z,1,GSM8865406,Spikelet,SRP438549,Spikelet,WT,,
